severity,method,block,mean_gap,std_gap,num_seeds,ci95,first_round,last_round,x
slight,online_probdpp,3,0.5503309351487722,0.12595254132669112,30,0.04507153806569052,31,40,35.5
slight,online_probdpp,4,0.4785675702441929,0.11300279606952184,30,0.04043753123937638,41,50,45.5
slight,online_probdpp,5,0.4697859761175599,0.13347570323385988,30,0.047763666979499526,51,60,55.5
slight,online_probdpp,6,0.29298871504570123,0.1173079034543479,30,0.0419780941317819,61,70,65.5
slight,online_probdpp,7,0.3228102902273502,0.11718766335856402,30,0.04193506676610066,71,80,75.5
slight,online_probdpp,8,0.33547949154487605,0.16878330201202912,30,0.060398328936901016,81,90,85.5
slight,online_probdpp,9,0.14115914936799673,0.07594577540377966,30,0.027176846699435805,91,100,95.5
slight,online_probdpp,10,0.35078696650227525,0.10172277653090875,30,0.03640102808778341,101,110,105.5
slight,online_probdpp,11,0.08492364866112703,0.06684648076704135,30,0.023920705931883272,111,120,115.5
slight,online_probdpp,12,0.15206687824408502,0.08312891324448642,30,0.029747299563731514,121,130,125.5
slight,online_probdpp,13,0.31062734973931394,0.07175131499419922,30,0.025675878318614623,131,140,135.5
slight,online_probdpp,14,0.12096592198143934,0.04393287951649897,30,0.015721179029864186,141,150,145.5
slight,online_probdpp,15,0.17764749910056984,0.07543281197648441,30,0.026993285094436693,151,160,155.5
slight,online_probdpp,16,0.1789319561799273,0.04917797096631811,30,0.01759811089998322,161,170,165.5
slight,online_probdpp,17,0.17927486084247993,0.051778196817227624,30,0.018528589770708672,171,180,175.5
slight,online_probdpp,18,0.18162997399026548,0.07232471994164583,30,0.025881068643824983,181,190,185.5
slight,online_probdpp,19,0.13979666534117718,0.08976656657491912,30,0.03212255330294334,191,200,195.5
slight,online_probdpp,20,0.24208497552111388,0.07980938794811708,30,0.02855942269217825,201,210,205.5
slight,online_probdpp,21,0.15908571851319425,0.06139591624452964,30,0.021970246467006807,211,220,215.5
slight,online_probdpp,22,0.1565831990338456,0.07899964128758523,30,0.028269658571110905,221,230,225.5
slight,online_probdpp,23,0.2331990869882856,0.03076485781094465,30,0.011009062979642348,231,240,235.5
slight,online_probdpp,24,0.03663317769946647,0.007843646871400583,30,0.0028068129853863356,241,250,245.5
slight,online_probdpp,25,0.0960614622882186,0.03757266837720942,30,0.0134452067036943,251,260,255.5
slight,online_probdpp,26,0.14669688966379862,0.071172912501118,30,0.025468899644666455,261,270,265.5
slight,online_probdpp,27,0.09285452330237674,0.04237013869841679,30,0.015161959410100363,271,280,275.5
slight,online_probdpp,28,0.23564613407876314,0.03049749142825999,30,0.01091338714835125,281,290,285.5
slight,online_probdpp,29,0.020735224833643217,0.016125506268381586,30,0.005770438309130586,291,300,295.5
slight,online_probdpp,30,0.10061714469236782,0.058329837332390326,30,0.020873064219270668,301,310,305.5
slight,online_probdpp,31,0.04582697496716115,0.04979775953551197,30,0.017819899391067685,311,320,315.5
slight,online_probdpp,32,0.012464912067629334,0.007451922983392046,30,0.0026666363923327457,321,330,325.5
slight,online_probdpp,33,0.1829240687787261,0.049527745832266504,30,0.017723276228280363,331,340,335.5
slight,online_probdpp,34,0.02776817324067579,0.03219648566668039,30,0.011521364428394635,341,350,345.5
slight,online_probdpp,35,0.008839828381043264,0.007720151153885134,30,0.0027626206104305177,351,360,355.5
slight,online_probdpp,36,0.027906061836515655,0.013487379055652856,30,0.004826396610263813,361,370,365.5
slight,online_probdpp,37,0.10931010940926633,0.02675032783526855,30,0.00957248187767615,371,380,375.5
slight,online_probdpp,38,0.0424359877367986,0.011794200189412206,30,0.004220500334428875,381,390,385.5
slight,online_probdpp,39,0.07178006381978912,0.03431590235911364,30,0.01227978795144444,391,400,395.5
slight,online_probdpp,40,0.023779720274093107,0.009868718144520703,30,0.003531475433724151,401,410,405.5
slight,online_probdpp,41,0.06802419422831754,0.028665063824938587,30,0.0102576613519062,411,420,415.5
slight,online_probdpp,42,0.12080971731579898,0.023829192282874223,30,0.008527166945099382,421,430,425.5
slight,online_probdpp,43,0.057625475668100286,0.02527614634281151,30,0.009044952805589587,431,440,435.5
slight,online_probdpp,44,0.04287853822947016,0.012463114706383083,30,0.004459868320154121,441,450,445.5
slight,online_probdpp,45,0.10915351063909137,0.0710694126620343,30,0.025431862702911118,451,460,455.5
slight,online_probdpp,46,0.010696771709352506,0.02109287919984759,30,0.007547989883785521,461,470,465.5
slight,online_probdpp,47,0.02853301772983097,0.04070465709383122,30,0.014565974472058638,471,480,475.5
slight,online_probdpp,48,0.023504071334714063,0.024856454588213738,30,0.008894768040010733,481,490,485.5
slight,online_probdpp,49,0.011644563202902492,0.0045965845024243815,30,0.0016448666393782424,491,500,495.5
slight,online_probdpp,50,0.013216849741211756,0.011992519253842157,30,0.004291467900207657,501,510,505.5
slight,online_probdpp,51,0.03537877467770534,0.03442370810721386,30,0.012318365742952404,511,520,515.5
slight,online_probdpp,52,0.05065422554259473,0.042016677804142054,30,0.015035475053506752,521,530,525.5
slight,online_probdpp,53,0.07262664053220277,0.05150743522178793,30,0.01843169897813678,531,540,535.5
slight,online_probdpp,54,0.00804386987441867,0.0021472199354336807,30,0.0007683727857803847,541,550,545.5
slight,online_probdpp,55,0.1299306695447985,0.046689431213410265,30,0.01670759838614479,551,560,555.5
slight,online_probdpp,56,0.09473012823513097,0.025760544144761956,30,0.009218292332839918,561,570,565.5
slight,online_probdpp,57,0.057287405886704765,0.03158755957784611,30,0.011303463025985457,571,580,575.5
slight,online_probdpp,58,0.0322700529702993,0.023376305140917243,30,0.008365103362712178,581,590,585.5
slight,online_probdpp,59,0.02727995393855413,0.01728130722866225,30,0.006184036370979396,591,600,595.5
slight,oracle_probdpp,0,0.0,0.0,30,0.0,1,10,5.5
slight,oracle_probdpp,1,0.0,0.0,30,0.0,11,20,15.5
slight,oracle_probdpp,2,0.0,0.0,30,0.0,21,30,25.5
slight,oracle_probdpp,3,0.0,0.0,30,0.0,31,40,35.5
slight,oracle_probdpp,4,0.0,0.0,30,0.0,41,50,45.5
slight,oracle_probdpp,5,0.0,0.0,30,0.0,51,60,55.5
slight,oracle_probdpp,6,0.0,0.0,30,0.0,61,70,65.5
slight,oracle_probdpp,7,0.0,0.0,30,0.0,71,80,75.5
slight,oracle_probdpp,8,0.0,0.0,30,0.0,81,90,85.5
slight,oracle_probdpp,9,0.0,0.0,30,0.0,91,100,95.5
slight,oracle_probdpp,10,0.0,0.0,30,0.0,101,110,105.5
slight,oracle_probdpp,11,0.0,0.0,30,0.0,111,120,115.5
slight,oracle_probdpp,12,0.0,0.0,30,0.0,121,130,125.5
slight,oracle_probdpp,13,0.0,0.0,30,0.0,131,140,135.5
slight,oracle_probdpp,14,0.0,0.0,30,0.0,141,150,145.5
slight,oracle_probdpp,15,0.0,0.0,30,0.0,151,160,155.5
slight,oracle_probdpp,16,0.0,0.0,30,0.0,161,170,165.5
slight,oracle_probdpp,17,0.0,0.0,30,0.0,171,180,175.5
slight,oracle_probdpp,18,0.0,0.0,30,0.0,181,190,185.5
slight,oracle_probdpp,19,0.0,0.0,30,0.0,191,200,195.5
slight,oracle_probdpp,20,0.0,0.0,30,0.0,201,210,205.5
slight,oracle_probdpp,21,0.0,0.0,30,0.0,211,220,215.5
slight,oracle_probdpp,22,0.0,0.0,30,0.0,221,230,225.5
slight,oracle_probdpp,23,0.0,0.0,30,0.0,231,240,235.5
slight,oracle_probdpp,24,0.0,0.0,30,0.0,241,250,245.5
slight,oracle_probdpp,25,0.0,0.0,30,0.0,251,260,255.5
slight,oracle_probdpp,26,0.0,0.0,30,0.0,261,270,265.5
slight,oracle_probdpp,27,0.0,0.0,30,0.0,271,280,275.5
slight,oracle_probdpp,28,0.0,0.0,30,0.0,281,290,285.5
slight,oracle_probdpp,29,0.0,0.0,30,0.0,291,300,295.5
slight,oracle_probdpp,30,0.0,0.0,30,0.0,301,310,305.5
slight,oracle_probdpp,31,0.0,0.0,30,0.0,311,320,315.5
slight,oracle_probdpp,32,0.0,0.0,30,0.0,321,330,325.5
slight,oracle_probdpp,33,0.0,0.0,30,0.0,331,340,335.5
slight,oracle_probdpp,34,0.0,0.0,30,0.0,341,350,345.5
slight,oracle_probdpp,35,0.0,0.0,30,0.0,351,360,355.5
slight,oracle_probdpp,36,0.0,0.0,30,0.0,361,370,365.5
slight,oracle_probdpp,37,0.0,0.0,30,0.0,371,380,375.5
slight,oracle_probdpp,38,0.0,0.0,30,0.0,381,390,385.5
slight,oracle_probdpp,39,0.0,0.0,30,0.0,391,400,395.5
slight,oracle_probdpp,40,0.0,0.0,30,0.0,401,410,405.5
slight,oracle_probdpp,41,0.0,0.0,30,0.0,411,420,415.5
slight,oracle_probdpp,42,0.0,0.0,30,0.0,421,430,425.5
slight,oracle_probdpp,43,0.0,0.0,30,0.0,431,440,435.5
slight,oracle_probdpp,44,0.0,0.0,30,0.0,441,450,445.5
slight,oracle_probdpp,45,0.0,0.0,30,0.0,451,460,455.5
slight,oracle_probdpp,46,0.0,0.0,30,0.0,461,470,465.5
slight,oracle_probdpp,47,0.0,0.0,30,0.0,471,480,475.5
slight,oracle_probdpp,48,0.0,0.0,30,0.0,481,490,485.5
slight,oracle_probdpp,49,0.0,0.0,30,0.0,491,500,495.5
slight,oracle_probdpp,50,0.0,0.0,30,0.0,501,510,505.5
slight,oracle_probdpp,51,0.0,0.0,30,0.0,511,520,515.5
slight,oracle_probdpp,52,0.0,0.0,30,0.0,521,530,525.5
slight,oracle_probdpp,53,0.0,0.0,30,0.0,531,540,535.5
slight,oracle_probdpp,54,0.0,0.0,30,0.0,541,550,545.5
slight,oracle_probdpp,55,0.0,0.0,30,0.0,551,560,555.5
slight,oracle_probdpp,56,0.0,0.0,30,0.0,561,570,565.5
slight,oracle_probdpp,57,0.0,0.0,30,0.0,571,580,575.5
slight,oracle_probdpp,58,0.0,0.0,30,0.0,581,590,585.5
slight,oracle_probdpp,59,0.0,0.0,30,0.0,591,600,595.5
slight,static_probdpp,0,0.0,0.0,30,0.0,1,10,5.5
slight,static_probdpp,1,0.0,0.0,30,0.0,11,20,15.5
slight,static_probdpp,2,0.0,0.0,30,0.0,21,30,25.5
slight,static_probdpp,3,0.0,0.0,30,0.0,31,40,35.5
slight,static_probdpp,4,0.0,0.0,30,0.0,41,50,45.5
slight,static_probdpp,5,0.0,0.0,30,0.0,51,60,55.5
slight,static_probdpp,6,0.0,0.0,30,0.0,61,70,65.5
slight,static_probdpp,7,0.0,0.0,30,0.0,71,80,75.5
slight,static_probdpp,8,0.0,0.0,30,0.0,81,90,85.5
slight,static_probdpp,9,0.0,0.0,30,0.0,91,100,95.5
slight,static_probdpp,10,0.0,0.0,30,0.0,101,110,105.5
slight,static_probdpp,11,0.0,0.0,30,0.0,111,120,115.5
slight,static_probdpp,12,0.0,0.0,30,0.0,121,130,125.5
slight,static_probdpp,13,0.0,0.0,30,0.0,131,140,135.5
slight,static_probdpp,14,0.0,0.0,30,0.0,141,150,145.5
slight,static_probdpp,15,0.0,0.0,30,0.0,151,160,155.5
slight,static_probdpp,16,0.0,0.0,30,0.0,161,170,165.5
slight,static_probdpp,17,0.0,0.0,30,0.0,171,180,175.5
slight,static_probdpp,18,0.0,0.0,30,0.0,181,190,185.5
slight,static_probdpp,19,0.0,0.0,30,0.0,191,200,195.5
slight,static_probdpp,20,0.0,0.0,30,0.0,201,210,205.5
slight,static_probdpp,21,0.0,0.0,30,0.0,211,220,215.5
slight,static_probdpp,22,0.0,0.0,30,0.0,221,230,225.5
slight,static_probdpp,23,0.0,0.0,30,0.0,231,240,235.5
slight,static_probdpp,24,0.0,0.0,30,0.0,241,250,245.5
slight,static_probdpp,25,0.0,0.0,30,0.0,251,260,255.5
slight,static_probdpp,26,0.0,0.0,30,0.0,261,270,265.5
slight,static_probdpp,27,0.0,0.0,30,0.0,271,280,275.5
slight,static_probdpp,28,0.0,0.0,30,0.0,281,290,285.5
slight,static_probdpp,29,0.0,0.0,30,0.0,291,300,295.5
slight,static_probdpp,30,0.018585888909188594,3.5287580338023136e-18,30,1.2627498450595215e-18,301,310,305.5
slight,static_probdpp,31,0.003458578426280478,8.821895084505784e-19,30,3.156874612648804e-19,311,320,315.5
slight,static_probdpp,32,0.00891151626482034,0.0,30,0.0,321,330,325.5
slight,static_probdpp,33,0.0,0.0,30,0.0,331,340,335.5
slight,static_probdpp,34,0.0013767261490937436,4.410947542252892e-19,30,1.578437306324402e-19,341,350,345.5
slight,static_probdpp,35,0.017010275464278374,3.5287580338023136e-18,30,1.2627498450595215e-18,351,360,355.5
slight,static_probdpp,36,0.006060689037595737,1.7643790169011568e-18,30,6.313749225297608e-19,361,370,365.5
slight,static_probdpp,37,0.010436915217897266,3.5287580338023136e-18,30,1.2627498450595215e-18,371,380,375.5
slight,static_probdpp,38,0.005755648322841454,1.7643790169011568e-18,30,6.313749225297608e-19,381,390,385.5
slight,static_probdpp,39,0.005899083167394357,1.7643790169011568e-18,30,6.313749225297608e-19,391,400,395.5
slight,static_probdpp,40,0.0031158211679018777,0.0,30,0.0,401,410,405.5
slight,static_probdpp,41,0.005744392958907339,1.7643790169011568e-18,30,6.313749225297608e-19,411,420,415.5
slight,static_probdpp,42,0.0048117099789059216,8.821895084505784e-19,30,3.156874612648804e-19,421,430,425.5
slight,static_probdpp,43,0.001141470526811483,2.205473771126446e-19,30,7.89218653162201e-20,431,440,435.5
slight,static_probdpp,44,0.016385431158420487,3.5287580338023136e-18,30,1.2627498450595215e-18,441,450,445.5
slight,static_probdpp,45,0.004127797181527183,8.821895084505784e-19,30,3.156874612648804e-19,451,460,455.5
slight,static_probdpp,46,0.004749302663403653,8.821895084505784e-19,30,3.156874612648804e-19,461,470,465.5
slight,static_probdpp,47,0.006051038582902259,1.7643790169011568e-18,30,6.313749225297608e-19,471,480,475.5
slight,static_probdpp,48,0.012374753156622157,3.5287580338023136e-18,30,1.2627498450595215e-18,481,490,485.5
slight,static_probdpp,49,0.007948237401508209,1.7643790169011568e-18,30,6.313749225297608e-19,491,500,495.5
slight,static_probdpp,50,0.003915551120268067,8.821895084505784e-19,30,3.156874612648804e-19,501,510,505.5
slight,static_probdpp,51,0.005871133489479121,1.7643790169011568e-18,30,6.313749225297608e-19,511,520,515.5
slight,static_probdpp,52,0.013967754531700386,3.5287580338023136e-18,30,1.2627498450595215e-18,521,530,525.5
slight,static_probdpp,53,0.008626857662196308,0.0,30,0.0,531,540,535.5
slight,static_probdpp,54,0.004984352744499886,8.821895084505784e-19,30,3.156874612648804e-19,541,550,545.5
slight,static_probdpp,55,0.003224658577242011,8.821895084505784e-19,30,3.156874612648804e-19,551,560,555.5
slight,static_probdpp,56,0.006159858247756691,1.7643790169011568e-18,30,6.313749225297608e-19,561,570,565.5
slight,static_probdpp,57,0.001775141135450609,4.410947542252892e-19,30,1.578437306324402e-19,571,580,575.5
slight,static_probdpp,58,0.013181813450166871,3.5287580338023136e-18,30,1.2627498450595215e-18,581,590,585.5
slight,static_probdpp,59,0.005531322501070958,1.7643790169011568e-18,30,6.313749225297608e-19,591,600,595.5
